,comment,rating
129,"you hear so much about counterfeit phones out there, but we got the real deal.  when I checked the serial number on the Apple site, it said the phone was only activated about 14 months earlier; so, I imagine it had fewer than 12 months of use before trade-in.  battery life is at 85%, which beats my other 12mini that was activated about 9 months earlier.  totally satisfied with this gift for my kid.",5.0
130,"The phone is in pristine condition! I wasn't sure whether to get a new SE or the refurbished 12 mini. Both are the same size, but with the 12 mini I have a better camera and larger screen due to the absence of the bars across the top and bottom that the SE has. The battery health shows as 82%, but the phone holds a charge pretty well throughout the day. The battery is still at 50% after a day of normal use for me.",5.0
131,The product arrived on time and description shared was accurate. Happy with the product.,5.0
132,I love my new iPhone it’s small and just right for me love the color I love it all,5.0
133,So much better than I expected. Battery life is 100% and I can’t find a scratch on it. Love the size and feel. New features are amazing.,5.0
134,Phone was supposed to be locked to T-Mobile. After sleuthing discovered it was locked to TracFone. Customer service at TracFone tried to scam 60 days of paid service to unlock the phone. Two stars as return request was approved by vendor.,2.0
135,I ordered a refurbished iPhone 12 mini for my son and it came the next day. No issues right? Wrong! The phone was stuck in a loop cycle. The phone did not charge. The phone was took into an Apple Store 12/22 for the same reason and these people didn’t fix they just resold it. I now have a bad taste in my mouth for refurbished goods. I’ll buy new from now on. Let’s see how this refund goes,1.0
136,La verdad me llegó bien sin ningún rasguño ni nada todo funciona ala perfección,5.0
137,The transaction for this item was made easy and satisfactory. Nice packaging and delivered on time. Responsive and courteous seller.Recommend.,5.0
138,"The phone is like new, so far the battery is fine, it’s a great size for small hands and pockets. My 12 yo son can easily put it in his sweatshirt or pants pocket with out is falling out. Lots of storage and takes good pics.",5.0
139,This experience was amazing thank you and my phone came in brand new,5.0
140,Phone condition was listed as “Good”. Amazon’s description for good is no scratches on screen. The phone has a visible scratch that you can feel the indentation on the upper right hand side. Charging port also is very tight. Not sure if it’s going to hold up as expected,3.0
141,The media could not be loaded.                 Acceptable condition89% batt health,5.0
142,The phone I received with super good condition and brand new I am happy with that and the batterie life is 💯%,5.0
143,"Nice phone, absolutely no complaints about T the phone. But the charger was not upto the mark, takes too long for the phone to charge.However, highly recommended phone.",4.0
144,This phone is working well so far but it does die quickly. Its just like any other iphone too so overall its good. You should expect a few scratches on the phone too because i had some on there. But for 300$ this is a good buy.,4.0
145,"This phone is so cute, no complaints at all buy itttt",5.0
146,Iphone came quickly batt health 100% phone looks brand Effen new.,5.0
147,"I’m impressed! The phone it’s like new, it’s unlocked and have no signs of use. I really love it! However the battery is 86%. I know that was a possibility and I’m fine with that, maybe I will change the battery soon. Very good seller, the shipping was fast! And they include the cable.",4.0
148,Exceeded my expectations,5.0
149,This phone has to be a brand new device. Shipping was super fast and packaged well. I did return this item because the size of a mini is a little too small for my preference. Also the price was really affordable.,5.0
150,"This phone arrived in better conditions than I expected. Intact on front and back, intact screen. 97% battery life. 10/10",5.0
151,When I received my order the Ime number is registered to a active SIM card so I received over 300 dollar paper weight,1.0
152,I got two fraud charges for almost $500 on my Amazon Sychrony Card that I used to purchase this used iphone literally a day after  I received it. I wouldn't trust this company or the phones. The actual phone works ok but I'm concerned now with my cards and security and I don't even used the iphone wallet feature for that reason.,1.0
153,Todo perfecto me gusto mucho gracias.,5.0
154,Ordered an unlocked phone and received a locked phone but after contacting customer service they were able to unlock.  Ordered one in excellent condition and there was not a mark on it.,5.0
155,I have purchased excellent product. But ot has cracks on screen. Also it's not charging 30 % after 40 mins in charging mode. I will not recommend this,1.0
156,Producto de muy buena calidad,5.0
157,Looks and acts like New!!!,5.0
158,Came in fast with no flaws on the body and screen.Battery came in at 83% which was in range but wish it was closer to 90 rather than 80 otherwise perfectly fine.,5.0
159,"This device arrived a day early. I did pay for renewed (refurbished) EXCELLENT condition so if you choose the lesser condition like good or acceptable this review isn’t for you. First glance my phone was 99% flawless setup was a breeze and 91% battery health. So far so good no glitches or anything! There are mixed reviews so the entire time I was waiting for the phone I was worried it would show up useless, but I was proven wrong! Also awesome return policy 90 days is more than enough to make me feel comfortable with my purchase!",5.0
160,Phone was in good shape and works like new,5.0
161,Wasn't pleased with the battery health the maximum capacity was 84% I expected it to be more because it says excellent condition.,3.0
162,"If you're going to update your phone it'd best to get the newest one you can afford.  I great many of the old phones are no longer supported, so don't buy something that soon will be obsolete.",5.0
163,The media could not be loaded.                 I ordered it for my daughter for Christmas. Works perfect and looks brand new. No problems or blemishes. Good value for the cost.,5.0
164,I loved Verizon-Preowned seller thanks a lot man..,5.0
165,"I bought two renewed iphones from Amazon. The first one is iPhone SE3, and the second one is iPhone 12 mini. The first phone is very satisfactory both in terms of function and appearance. I can’t find obvious scratch, but this iPhone 12 mini , I can find two more serious scratches easily,  function is OK",2.0
166,so i’ve had this phone for about a month now and it’s been doing good up until now. It’ll now and then randomly freeze on apps,5.0
167,Good product,5.0
168,Touch Screen doesn't work well. I can't wrote messages,3.0
169,Perfecto tal cual como lo describe el vendedor,5.0
170,"Looks very old, as compare to price I pay",2.0
171,everything is fine thanks,5.0
172,"Realmente impresionante, vino con 100 % de vida de batería. Cero detalles estéticos, increíblemente sorprendente. Solo puedo decir además, que la caja en la que viene es mala, y el cargador que trae es genérico (Alcatel)",5.0
173,Good phone,4.0
174,"So far I am loving my new phone.  No scratches, arrived early, easy to setup and transfer data from old phone.  Battery Life is great.  I was nervous to make the switch, but it was so easy.",5.0
175,"I bought this as my first phone, intending to use it as my only phone so when I looked at the reviews, I was very stressed and nervous for when it was going to show up but unlike all of the reviews for the most part, my phone showed up with 97% battery no scratches on the screen the back or the sides literally no visible damage at all. I thought it was a brand new phone it is my only phone and my first phone and it came with a lightning cable that was a fast charging cable and it works amazingly well so I suggest if you were going to buy this phone to buy it from the Verizon refurbished because they are a big brand company and they are going to hold their name to making the phone nice for you. That way they don’t lose there reputation .",5.0
176,"The refurbished iPhone 12 mini arrived in ""like-new"" condition, ahead of schedule. It works well. The price is competitive. I've gotten tired of my smartphones getting bigger and bigger. This size is convenient and fits comfortably in any of my pockets. In addition to the telephone functions, the quality of photos that it takes is excellent.",5.0
177,"Price is good, battery health is 87%. It only have face recogition which I don't like to use. it will be better to keep finger print recognition.",5.0
178,"I purchased 2 Amazon Premium renewed iPhones in 2 months.The first died in 5 weeks.It just went dark - refused to charge, shut down, reset or come to life in any way.To their credit, Amazon agreed to a return.The 2nd arrived yesterday - with a SIM card tray for a different model phone.It won’t fit.I’m done with Amazon Renewed.I bought an iPhone 12 from Apple.Twice the money - but it will work.Renewed - great idea poorly executed.",1.0
179,"Bought for daughter it’s been glued to her hand every since. No issues, glitches marks or anything. Arrived like it was purchased at Apple with all items like fast charger included.",5.0
180,Not sure how this unit is certified refurbished. The audio is barely audible to the extent that it is unusable. There are other scratch marks on the screen that are mainly cosmetic and can be ignored. But the functionality is completely broken if one cannot make a phone call with a phone!,1.0
181,Everything was great . The battery drained very quickly but other than that it's great .,4.0
182,This phone was advertised as unlocked for any carrier and came set up for Verizon which does not take a SIM card. Useless to me!,1.0
183,The life battery is at 85% really bad,2.0
184,I was sceptical about the phone size I chose because I have big hands but on my older phone (iPhone XS Max) my hands were big enough to hold it but when trying to reach edges of the upper screen I'd almost drop my phone in the end having to use two hands. The iPhone 12 mini is the perfect size because it's not too small for my hand (like my iPhone SE Original used to be). My hand can reach over the phone really well. The color I chose is tops. The condition the phone came in is practically new. I have no complaints and intend to use this phone fully.,5.0
185,This was a great deal on the phone. Perfect condition and no problems connecting to my provider.,5.0
186,The media could not be loaded.                 This product arrived visibly damaged all over.  It is not supposed to have scratches and dents visible from more than 12 inches away. It was damaged all over and visible from an arms length away.  Even the screen was scratched.  All photos were taken the minute the phone was removed from the box when it arrived.,1.0
187,"Ordered a refurbished iphone 12 mini in ""Excellent"" condition. The phone I received powered on, came with a new-looking charger, and the screen was not cracked but the body paint was chipped on the edges, the back of the phone had an outline that wouldn't clean off from previous adhesive something (magnet?), and there was a haze on the screen that just wouldn't wipe off that was noticeable when the screen was off. I was hoping to give this as a gift but ""excellent"" refurbished condition didn't equate to new-looking, so perhaps my expectations for the refurbished arena were unrealistic. I didn't feel comfortable giving this very clearly used phone as a gift, so I immediately returned it. That process was very easy.",3.0
188,Received the phone tried to begin set up and it would not go further than selecting your country. Disappointed especially with the shipping time and then the return time.,1.0
189,Even though I got this for such a small price and not brand new I can’t tell the difference!It works like a charm! Great color great size and fully unlocked!! Definitely recommend!,5.0
190,Good phone,5.0
191,The item is like new and works great.,5.0
192,Phone,5.0
193,"The screen is really sensitive to anything and you will scratch it up really fast, get a screen protector and case or you will regret it",4.0
194,"This phone was a gift for someone so I paid extra for one in “Excellent” condition, which according to the product description means no visible sign of wear and fully functional. The phone I received had scratches, chips all along the edge of the screen, no SIM tray, and a screen that would only display a green bar across the middle. Picture attached of the phone I received.This isn’t a case of “it’s not quite what I expected” it is false advertising plain and simple. DO NOT WASTE YOUR MONEY!",1.0
195,"no supera lo que se compro, el precio creo, esta alto de acuerdo a lo que se recibió",4.0
196,Phone is in good working condition and I have had no issues with it.,5.0
197,This iphone is the perfect size for my niece and basically new. No scratches and no issues setting up. There is no charging adapter with the iPhone though so you may need to buy one.,5.0
198,"Bad shape and Unacceptable phone for Excellent shape as stated. It was already heavy used. It came with cheap accessories. Heavy scratches and swirls on both glass screens, Filth all over the speakers and charging slot. Very disappointed.",1.0
199,El teléfono esta nuevo y con 100% de condición de batería. Llegó muy rápido. Bueno estoy muy conforme con la compra.,5.0
200,"Initially this phone was a great purchase, once it just passed the 90 day warranty, a warning came up on the phone showing the battery is an unknown part and the phone itself reboots every 60 seconds. It is completely unusable. Meanwhile the seller is non-responsive and refuses to provide any refund for a clearly defective phone. Given this phone is only used for text messages and some phone calls, has a single screen of basic apps. I highly doubt anyone wanting to use it for anything more than that would get past a month of use! Do not buy from this seller unless you enjoy not having a working phone!",1.0
201,"La batería estaba menor que 90 % pero todo lo demás funciona de maravilla , hay veces que el software se traba un poco hay que actualizarlos",4.0
