,comment,rating
22,"I don't use the facial recognition or finger print scan.  I bought this for the Qualcom snapdragon operating system.  I HATE the rounded edges on the screen.  Finding a case to protect the screen is next to impossible and because of that rounded edge, once you get a tempered glass screen protector on it and try to put a case on it, it crushes the edges of the tempered glass cover, making useless.  I am hard on phones.  I drop mine all the time, I sit on it, have it fall under my car seat and get stuck and so forth.  I want a phone that can take a beating over something that is stupidly ""cool,"" like I heard many people describe this phone.  I could not care less how it looks.  I just want it to function and last.  Time will tell.  Plus all the bloatware on this phone SUCKS.  I have tried my best to remove google because I only use open source apps, and I have done it, but my phone messages me daily, every hour to tell me it won't work right without google.  BS it's working fine, expect for the constant harassment by Google.  Also there are too many BS apps on it you cannot disable or uninstall.  I don't want any of them.  Too bad. This phone works on Mint Mobile if anyone is interested.  You can by a 7 day trial sim for Mint service costing $0.99 here on Amazon.  So far so good, and I am coming from only every having Verizon up till this point.  I see no difference in quality of cell phone service, and the attitude of Mint mobile's employees is way better.",3.0
23,"I'm a huge LG Stylo fan and devastated by their withdrawal from producing phones. I did a lot of research on the best substitute/what company and line to go with next. This doesn't live up to my Stylos, but it's probably as good as you can get for a non flagship but slightly higher end budget device.The battery life only lasts a day with hard use. I know that's good, but my Stylos had incredible battery life so much so that it was an adjustment transitioning to this phone because I wasn't used to having to charge as much. However, the battery life is about on par with my husband's iphone 7plus and just under his 13pro max. (Yes, he gets the flagship, but I can't stomach that type of expenditure XD).I have no problems with the processor and the storage is amazing. The speaker is meh but works alright. I wish my speaker phone were a little louder for when I'm driving in a car without bluetooth connection.It came with a little kinda flimsy case that I planned on replacing, but it's worked just fine. I uh drop my phone more often than I like to think, and it's been fine.I LOVE the side button shortcuts! And really this is the most customizable phone I've ever seen. Set up took forever, but it was really fun because there were more and more things I could fine tune to my preference. My favorite by far though is the side button. I can double click it to open my camera which is just beyond incredibly useful! You can also customize what ine shirt click does or what a long hold does and there are so many options! Screen record, voice record, I think even speed dialing someone. Anyway, that's probably the most underrated feature of this thing.The cameras are good, but... honestly, my stylo from 2 generations ago could probably keep up.So probably sounds like I'm just biased. Maybe I am, but I do like this phone. It's as good a replacement as I've found for the price point. I know other people really liked LGs quality budget phones, so I wanted to leave this in case that's you and you're looking for a replacement. :) No real complaints with this one (except if I'm comparing to what I can't have anymore ;D)",4.0
24,Great phone took it a while to get all the settings right but they do what I need.,5.0
25,"Worked for only a few months. It may get a phone call and ring, but the screen won't turn on and you can not answer.A couple of times has come back to life by pressing the power button and either volume button, to do a reset; but, then it shuts off for good again.I wrote to the vendor who replied in a couple of days and told me send the phone back to them to a location outside of my state. I chose to lose my money before dealing with a company who would sell such a piece of garbage.I saw a video of someone opening this phone. The procedure is as complicated as ""open heart surgery""... You even need to use heat to unglue parts held together by adhesives... I would not put my local repairman through the trouble of working on this phone. It would be punishment for him with a great chance of failure and trouble with me. The phone would end without a seal anyways. When it was new it failed...What will happen when it is a tampered with device?There is chance the problem is not the hardware, but a software problem...I chose not to find out.I bought the latest and best iPhone for my wife and she gave me her old, used iPhone. I will be so much better than fighting this new crap.",1.0
26,"Excellent Phone, This is the upgrade from my TCL 10 Pro , Very Happy .",5.0
27,"Discoloration started with about 2 1/2 months after I purchased it, now I can’t get it to hook up to my Bluetooth in my car. I’ve checked with my old phone And it works I’ve done resets. I’ve done factory reset now it doesn’t work. I’ve been calling the repair now. They’re telling me that I have to pay a $20 shipping label fee which sounds like an extortion for trying to get my phone to send back to the repair under warranty to fix the problems that I have with the phone it’s new, if I would’ve known this, I would’ve purchased this anybody that’s going to think about purchasing this phone needs to read this and look somewhere else. That’s my best advice. By the way, 5G on this phone is worse than 4G on my old phone. It’s not fast at all if anything, it slower, fair warning to anybody that purchases a phone from TCL you might have to get it repaired and then you’re gonna have to pay an extension fee for a shipping label $20. Unbelievable that they can even do that. I’m gonna let Amazon now. Period period",1.0
28,"AME ESTE EQUIPO desde la primera vez que lo vi, excelente en todos los aspectos y el brillo genial",5.0
29,"I've been using the TCL 20 Pro since summer 2022 and it's now January 2023. I waited to write the review, because I needed time to adjust from using a Samsung Galaxy S8 Active, which I had been using since 2017.I bought the TCL 20 Pro because the specs seemed to fit my needs, especially in regards to camera. Unfortunately, the camera doesn't get the colors accurately on auto setting, and is surprisingly worse with some colors than my Samsung! There are camera apps that are downloadable, and I've tried that, but not a lot.My biggest complaint is with the onboard Gallery. It's *horrible*! There is no rhyme or reason for the folder sorting! It's not alphabetical, which is the very least they could have programmed. It doesn't sort by most recently modified, either. I have not been able to find how it sorts the folders, but it's truly awful. It makes finding pics (like for posting a review, for instance) more difficult than it should be.The TCL 20 Pro has onboard message app (I think powered by Google), phone, and contacts. I was not able to transfer my contacts, however, so I lost at least a dozen or more contacts (yes, even though I did a backup & got tech help from my service provider). That's annoying, to say the least.Next top annoyance is the curved screen. I hate this part. No screen protector will fit! Even the brand I had used for my Samsung! The curvature messes up touch function, even without the screen protector. Like, instead of skipping an app ad, it'll open the app in the Google Play store. There's been all sorts of accidental inputs just from me changing the position of my hand, or switching hands. Unacceptable, really.Now for the positive features.Obviously, the color is gorgeous, but you'll have to use a clear case to enjoy the color. I can't imagine not having a case. The nice thing was a clear TPU case was included with the purchase, which was fine until I bought a more suitable one.There's an audio jack! Part of why I stopped using Samsung was because they stupidly removed the 3.5mm audio jack and expandable storage, which are 2 of my requirements and this TCL 20 Pro has both those features.Big onboard storage with expandable storage (microSD card). Even after the thousands of pictures and hundreds of audio files, I still have over 50% free on both storage places. I'm thrilled with this feature.Something else that was important to me is being able to turn off the 5G, because in my area, there's not great 5G coverage. I don't care to have those extra frequencies active when I'm not using them, so this is another great feature. I hope being able to turn off 5G will always be an option.Another great feature is the programmable ""smart button."" You can program 3 things to it-- short press, double press, long press (for example, I have screenshot, flashlight,  and... selfie?, respectively). I seriously enjoy and use the smart button a lot, and I like that I change it whenever I want.Another cool feature is a hidden side bar programmable menu! You open the menu with a swipe (I use my thumb) on the 1"" long greyed bar. After opening, you can assign to it: apps, functions, contacts, there's a ruler, and a ""remote"" option (I think that's for using smart gadgets/appliances, which I don't have). Each named section is separate, and scrolling down is also an option when you add enough. This is probably one of the most useful features, especially when combined with the smart button.I have covered only what sets this phone apart, both the negatives & positives, for me, obviously this will vary person to person.Of course you can make phone calls, text, browse the web, Zoom appointments , have email apps, and whatever other apps for your needs & wants. There's quite a bit of flexibility, which is why despite the huge annoyances I listed, I still give this a 4 star rating.You really get a lot of bang for your buck, considering this isn't a ""flagship phone."" I bought this unlocked TCL 20 Pro with a promotion, so I think I paid $400 USD. Not bad considering it's a pocket computer that also makes phone calls! With a few tweaks by the manufacturer, I think this could easily become flagship quality.Overall, now that I've written the negatives and positives, I would recommend this phone if you have similar priorities to mine, but definitely consider the negatives (unless you're someone who upgrades annually, in which case, just buy the phone!). I usually use my phones 3-6 years (I've moved a lot, requires new carriers, etc). This phone works with T-Mobile.Cons:* Gallery is horrible and difficult to use* Camera doesn't capture colors accurately in automatic setting* Curved screen* Some incompatibility with hot spot & older equipment/techPros:* 3.5mm audio jack* Expandable storage* Programmable smart key* Programmable hidden menu* Ability to turn off 5G* Pretty color* Not a lot of bloat ware* Very customizable* Decent battery life (depending on apps!)Worth mentioning, on occasion, the phone does get hot, usually with a gaming app and/or while charging.I hope this review is helpful.",4.0
30,"Este telefono me ha dado tantos problemas, la verdad es que deberian retirarlo del mercado, compre el telefono en Febrero y para junio simplemente dejo de funcionar se calento, no pude prenderlo, y me dejo en medio de un viaje sin telefono, jamas se me cayo solamente se calentaba todo el tiempo, estas navegando y de repente solo se atora no avanza lo reinicie y bueno ya jamas prendio, me mandaron un nuevo telefono de repuesto el cual acepte pensando que solo era cuestion de mala suerte, y el segundo telefono oficialmente murio en Diciembre 2022 mismo caso se calienta, se atora cuando estas navegando, tuve que hablar a TCL para la reparacion y lo mas ridiculo es que me hagan pagar 20 USD por un telefono que claramente el servicio es pesimo, nunca volveria a comprar un telefono de esta marca simplemente es malisimo",1.0
31,"First of all, this phone does not allow tap to pay.no explanation why, it just doesn't.It doesnt connect to wifi nearly 1/4 of the time I try, and tells me I have no data when I do! It also is not 4G compatible. It straight SUCKS",1.0
32,"I bought this phone to replace my LG that needed to be replaced because it didn't support  5G and all the Service Providers were upgrading to 5G. I switched my Service Provider at the same time I bought the phone to Consumer Cellular. I don't know if it was the phone or the Service Provider but I never got good service. For some reason I couldn't get or send group text messages the entire time I had the service connected. When Consumer Cellular upgraded to 5G I couldn't make voice calls. I tried working with Consumer Cellular to resolve the issue but they weren't able to resolve the issue. They told me it was a problem in my area and that it should be resolved soon. They told me not to call them back and that they would call me to see if the issue was resolved, but the never did contact me.  I wound up getting rid of both the phone and Consumer Cellular and switching to Verizon and the Pixel Pro. I've had no issues since.",3.0
33,"Android File Corruption Error on first startup of the phone. Took 2 restart attempts before it was corrected. After normal start, phone very slow to process apps to the point of being unusable. This was the 2nd TCL 20 Pro 5G that I've had issues with. Back to a different cell phone brand for reliability.",1.0
34,"Phone is only 3 months old. It is the worse phone I ever had. It drops calls when it switches from network to wifi calling. It doesn't accept calls and has to be rebooted 5,6 times a day. It is trash. Switching to the Google pixel 7. Tcl wouldn't honor the 1 year warranty",1.0
35,"The phone seemed fine and I am debating if I want to buy another one, but after spending a day setting everything up, etc. the phone went into re-boot mode per google. There was no factory reset option, but I tried all others. I then called the TCL helpdesk, which recommended the same solutions with not luck. Returning the phone was easy and Amazon claims I will get my money back within 30 days. My only concern is that all my new apps/log-in info are on the old phone.",3.0
36,"Other than the camera, the phone sucks. Drops calls, buttons are extremely touchy. Not happy at all",2.0
37,I gave it to my mother and she is happy with it.,5.0
38,Multitude of issues.  Not a good purchase for me.,1.0
39,"When I first got this device i found some very nice features it had compared to my previous phones, loved how user friendy it was and the fact that i could cast my phone content to my TCL tv. It has a decent camera and it ran pretty good.... until i mishandled it and it went to the ground on my driveway and the screen cracked... it still worked bit obviously I just couldn't go through life with a cracked screen so I replaced it (""new"" replacement screen didnt have as crisp image as the original one but it was still decent). And then about 3 weeka later the phone went face down to my bedroom floor from my night table and the screen became completely unusable. And that's the flaw. This screen is not resistant to any minor stress, it will just crack very easily. Worse part is i looked in a bunch of different sites and there are simply no screen protectors nor sturdy covers for this model in particular which means of you do buy this phone you HAVE to bay the extra protection plan or else just be ready to throw more money at it or replace it.... which is a shame because it's a nice phone.",3.0
40,Lo devolví la pantalla muy estrecha de tamaño todo bien,1.0
41,"I love the phone, unfortunately it has been only 1 year since I bought it and I am experiencing technical difficulties.Right now, when I turn on the phone, only the light is coming on.I am unable to see any applications.I really want to keep my phone.Can someone please assist?",4.0
42,I love this device and the look of it.,5.0
43,I got this phone back in July. The battery isn't the greatest but it gets me through the day. Depends how much I use it. It runs good and I haven't had any problems. Now the downside. Screen protectors for some reason are hard to find. Same with trying to find a good case as well. I've searched on Amazon and I cant find a decent case.,4.0
44,"I can't have it activated, it's NOT unlocked.",1.0
45,Banners at bottom of the phone's display won't go away without restarting the phone  these banners block the view of the phone's display at the bottom blocking operation of virtual keyboard and any buttons at the bottom that you might need to depress in order to operate the phone normally.,1.0
46,Worked great for four months then stopped receiving and sending calls. Now I have a mini tablet,1.0
47,"I have owned this phone for a year and a half without hardware issues for the first year. However, about 2 months ago the phone began having issues with charging. No matter what type of USB C cable I use the device does not get a good enough connection to charge fully. This is mighty unfortunate bc after the phone's latest updates almost all apps work (except for google wallet, its not supported at this time). So keep this in mind. Hopefully, TCL can find a way to prevent this on other models bc if the phone is still functioning in decent condition, the charger port should stand up to normal use as well.",3.0
48,I have not tried face recognition yet,4.0
49,Started the return process Today !I absolutely liked  the Phone but the UI software and the Android System need to be updated! Phone was released in 2021 I believe and it's still Running android 11 ! Contacted the company and they said the update is coming but can't tell me when . It will be 2023 soon TCL and Android 13 is very close at hand but you haven't even released 12 yet.  The fingerprint scanner in screen is very picky to the point of being useless and all the 5G bands are not available for use on T Mobile. If they get all that fixed then it would be worth Buying but people and time can't wait on them to catch up!,2.0
50,This is a replacement phone as I dropped my last one and cracked the lens. I LOVE this phone and this time I bought a nicer case to hopefully prevent that breakage again. It does everything that my daughter's expensive phone does for a lot less!,5.0
51,Phone has a lot of nice features. Unfortunately security updates stopped after 9 months and the two OS upgrades promised by manufacturer never materialized. Tried to reach out to TCL several times to find out why and they could not provide an answer.,1.0
52,"I brought this phone in April after having a s9. I got this phone with hopes that since the s9 was a few years older and this one a bit newer should hold up nicely proformance wise and with a IR blaster , well nope. After 8 or so months this phone is one of the worst ever. Camera is a potato and mics and speakers on this thing has to the some of the cheapest components any manufacturer has put in a smartphone ever.The OS is meh, it's a basically reskin Android os.Networking wifi and Bluetooth is the worst. Bluetooth has so much lag, network antenna has to be small or cheap because can not go a day where I have to reset my device just to get connected to the Network and WiFi is just the same.The IR blaster is the only reason why the review is not a 1 star one. Hand down the IR blaster saves the functionality of the device because I can control all my TV, and led light in my house and no need for a remote anymore.One honorable mention: this device literally survived a fall from the top of my car and nothing happened to the device and it got ran over too so great device structure wise.Final thoughts:This device is basically a smart universal remote and you should buy via used market because anything over 200, you are wasting money.proformance: 6/10Camera: 4/10UI:5/10Connectivity:3/10Storage:8/10 (holds a lot)Fingerprint Scanner:5/10",2.0
53,The refresh rate not that good.The finger sensor not Accurate.The face recognition is okBattery life is good.,2.0
54,"TCL went above and beyond with this device. It wont let you down. From the clear and crisp camera recordings/photos to the extra stroage space. The phone gets it done, while flaunting a stylish look.You'll be impressed.",5.0
55,This is my favorite phone yet.The camera is beautiful and the AI is awesome.The battery last a full day with moderate use.Just needs a top off if you run you tube all day.The screen is super sharp and the blacks are solid.Only issue I see is you had to put a screen protector on it as soon as you get it out of the box.It's so thin that I'm considering putting a lanyard leash on it.But I'm extra clumsy.All in all it's an awesome phone.Very capable.,5.0
56,"This is by far the worst phone I have ever bought!  Constantly restarts.  Per their website, it has to do with certain apps on the phone, but will restart at anytime.",1.0
57,Love TCL phones. Buy this believe it is 5g. Got it no 5g. Go to Att get new 5g sim card and still no 5g. Double check settings in phone. Doesn't support 5g connection.,2.0
58,"I've had phone since 9/21 and I'm experience user, I've had cells since we're bags. If your just going to use as a phone, camera or browse internet, it's good. Battery stays alive about 3 hours and slow charge. Key board is a joke because of screen, every time you hit space bar it bumps out. Have to restart phone 4 to 5 times a day because it freezes. TCL TV are great, would not buy again.",2.0
59,"Second TCL phone I've bought.  The first was LTE.  My carrier was going 5g and they gave me a new phone, a Nokia.  I ended up hating the phone and going back to a TCL.  It's fast, responsive and easy to use.",5.0
60,"I've only had the phone for a couple days but so far it's great. Battery lasts a long time, good size screen. For the price I paid I think I got a great phone.",5.0
61,Lo que no me gustó fue que llegó un día después de lo estimado,5.0
62,Is a nice looking phone.  Very nice screen. Had no problem using it on Verizon network. But for some reason it will not send nor received text messages. The fingerprint reader is also very sketchy. After submitting four fingerprints. It would only recognize one. Definitely a phone that needs some additional work. Wish I had purchased some other phone. Definitely experiencing buyers remorse.,2.0
63,I needed something fast & it has been adequate. It requires frequent restarts and runs slow.,2.0
64,love the remote feature on it its useful and the ruler feature helps with building models also i love the camera's on it took a picture of my wheelhorse at 6am while pitch black out and took the picture like it was day time out my mind was blown with that feature,5.0
65,love the phone!,5.0
66,"The media could not be loaded.                 El teléfono no tiene ni un mes ,y se daño ,como hacemos por que es caro y necesito que me respondandan",1.0
67,Yo lo activé en telcel y funciona bien,5.0
68,I love this phone I work on it all day but the battery life is not the best but still a really great phone I have over 500 apps and still have memory left.,4.0
69,I wasted my money on this and I regret it.,1.0
70,"I really like this phone.  I bought it to replace my trusty LG V20 which had both a user swappable battery and an IR blaster.  While this phone doesn't have a user swappable battery, it does still have an IR blaster which is a rare thing these days for a phone that works on US networks.First off, the screen on this phone is beautiful.  I'm not crazy about the waterfall edges, but with an aftermarket case installed, I barely notice them.  I've never had an OLED display on a phone before and the difference is quite noticeable.  The screen is bright, crisp and responsive.The battery life on this phone has been terrific for me.  I was concerned about not having a swappable battery, but it last so long that it hasn't been an issue for me yet.  Wireless charging is nice to have, but it's a little sensitive to the location of the charger when I have my case installed.The IR blaster works well.  The LG app was better in my opinion, but this TCL one works well enough.  There was an air conditioner that I couldn't control with this phone that my V20 would control, so that was annoying.  The irplus app also works on this phone, so I've used that to control some other picky devices.Now for the downsides.  The Android 11 software that comes with this phone has an issue with notifications.  Specifically, only popular apps will provide notifications on the phone, unless the app is up and running.  The forums seem to say that this is part of the battery management software package, but it's so annoying that I don't get notifications from my lightening tracker app and other apps.  Facebook and Gmail give my notifications, but I rarely get the Bible verse of the day.  I tried all of the suggestions that I've read, but with no luck.  Hopefully the promised Android 12 update will take care of this problem.The other downside that I have, is that the in-screen fingerprint reader just doesn't work as good as a dedicated finger print reader.  I've relearned my fingerprints but it just doesn't work good sometimes.  Luckily with face unlock, I just need to swipe-up most of the time, but I wish that the fingerprint reader worked better.",5.0
71,"****UPDATE!! WOW! I AM SO AMAZED, I TOLD TCL ABOUT ME NOT GETTING A CASE WITH MY PHONE AND SADLY DROPPING IT AND BREAKING IT WITHIN THE FIRST WEEK OF GETTING IT & THEY MESSAGED ME BACK TO TELL ME THEY WOULD BE SENDING ME A BRAND NEW PHONE IN REPLACEMENT! WHAT AN AMAZING COMPANY!!*******I bought this used & even tho I messaged the company and asked if this would come with a case and charger like the brand new ones do IT DID NOT COME WITH A CASE & I was left without one since I did not order one separately because of the misinformation I was given when emailing the company & just like I hoped would not happen after less than a week of using this phone I dropped it and the entire phone won't even cut on at all and the screen is obliterated. I'm so let down because I would have ordered a case so this couldn't happen had TCL not told me that one was already coming with this phone. Beautiful phone! I'm broken hearted about not getting to use it.",5.0
72,"It's going to take climbing a learning curve, moving from a Moto G Power (2021) to this TCL.  First impressions are good and I'd say everything is PRO, with a couple of findings.  First, use the SIM pin that is hidden in the included clear case (which I'm not using) and not the SIM pin from Verizon (too short to pop out the SIM tray).  Second, I tried to use the wireless PC Share with my Windows 11 machine, but found that it cannot copy folders with files, just files (as many as you check on Windows Explorer).  It puts them in a PC Share folder and classifies them by photos, audio, etc., based on file extension, I suppose.  Here's a great $7 case for it.  It comes with a flat plastic screen protector, but I'm going without a protector, as the case protects the edges and I don't think anyone makes a 3D tempered glass that passes the Amazon review test.  https://www.amazon.com/dp/B098PYDTHJ",5.0
73,No sirven. Se apaga y no agarra internet,1.0
74,"I like the phone but sometimes it doesn't respond ...I like the nuances about it but if you have it set for certain things like auto rotate it doesn't rotate..look to make sure it's still set and yes it is...it just doesn't respond...at one point the speaker stopped working...I have to restart the phone....one time I couldn't evenmake a call...this is a new phone...I didn't send it back cause I did keep my old Samsung Galaxy  with a low mthly rate.......and I do like the phone,call me 😧 crazy 🤣",3.0
75,The sensitivity of the screen was my first disappointment. Either it was typing too many of the letters I wanted or it typed none. But worse than that was the battery life. I expected a three day battery life as was stated in the description but this battery would only hold enough charge for 4 hours! And that was if I didn't make many phone calls. One was the max beyond that I was sunk. It's frustrating because that was why I was replacing my previous cell phone.,2.0
76,"This is a nice phone , if it breaks it can not replace",5.0
77,"I've waited a little bit before posting a review. So far, phone is a great on battery life, I've had over 2 days of life before charging. In my settings, under battery switched on Battery saver even after 100% charge. So far so good on picture quality for a mid range phone. The speaker, like so many others is okay but depending on what you're listening to whether video or phone call could be a bit better.  For a mid-range phone I'd rate it at least 8 out of 10. I replaced a Samsung A51 which was not holding battery strength for more than 8-10 hours; how ever phone was almost 2 years old. Happy with my purchase.",5.0
78,"This phone has some good specs.Finger print sensor. Headphone jack. Expandable memory. Wireless charging. Android operating system. 7 series snapdragon processor. Really a great value for the price! I've found a few flaws with finger print sensor not working as well and apps crashing a bit. I didn't know what to expect. I'd recommend this to anyone not expecting a high end phone's operation. Bigger phone, comes with a case and charger!",4.0
79,"I love everything about this phone, especially the fact that it is not as expensive but does everything just as well as the big-name overpriced phones. Outstanding quality! Absolutely cannot find anything to complain about not even anything to suggest to improve the operation of the phone.",5.0
80,Great phone,4.0
81,"Good relation price value,",4.0
82,Overall the phone is really good but what I didn't like was that I was missing the charger from the box. Also the headjack from the phone was messing up when I put my headphones in when I was playing my music.,4.0
83,Not  what I wanted at all. The reception is bad. Battery life is bad. It's not unlocked,1.0
84,"I will not be getting this again, It doesn't want to charge, no matter  what i try.",1.0
85,"This phone was a pleasant surprise. I purchased the phone to use a work phone. I have not used an android device for years, and when I did it was the Samsung Note series. This phone blew my expectations away for a phone in this price range. I recommend for anyone who is purchasing it for a child’s first phone, budget phone or work phone.",5.0
86,"I've only had a couple of days and so far so good. Sound is great, speakers are awesome. Picture qualities are fabulous, bright vibrant colors as described. Easy to set up. It is compatible with my government phone qlink and T- Mobile.As I said so far so good.",5.0
87,Both the software and hardware on this phone are stupid af; Micromanaged into obsolescence.,1.0
88,"I had bought the TCL 30 XL and it was disappointing.  I decided a month later on this TCL 20 PRO 5G and I am amazed.  Come.  From Samsung and the truth is that in terms of aesthetics and usability it is very similar to the Samsung s20.  The camera leaves a bit to be desired with respect to Samsung, but for the price ($299 on sale), it was an exceptional purchase.  I recommend it 100%.",5.0
89,I like this upgrade to my cell phone.  Increased memory and good response to texting.  Several items added in a way that helps me understand and improve my skills 🤠...I don't use the facial or thumbprint recognition.,5.0
90,Phone is pretty good but the screen has some problems. The camera hole punch discolored after a few months of moderatly heavy use and flickers colors based on what is in the content on the screen.,2.0
91,Overall it's a great phone. Smooth operation. Camera for the price point is no complaint. Worth the buy!,5.0
92,The touchscreen on the right side don't work properly with the screen protector. The battery discharge very fast. Rarely my fingerprint is recognized by the phone. It's very hard to use this phone.,1.0
93,An amazing camera. Very our. Takes the most beautiful pics. The round edges are hard to get used to and extremely durable,5.0
94,"This device is very disappointing. I have made multiple attempts to contact TCL support about the lack of updates, and have received useless, canned responses. The fingerprint reader is hit-or-miss, and the face unlock has recognized many other people as me. The build quality seems sturdy enough, and the battery life is acceptable. Other than than, please avoid this phone.",1.0
95,I couldnt care less about the face recognition and the fingerprint reader is lackluster.But the performance of the phone is overall exactly what I wanted from A phone.I would recommend it with no problem.,5.0
96,"The tcl 20 se worked great at first. I bought it Nov. 2021. It's Oct 2022 and the charging port has stopped working, I've tried everything!  For the price, it should have lasted longer. I take really good care of my phones because I cannot afford to keep buying phones!!",2.0
