,comment,rating
228,The phone was nice but the camera sucked !It’s so blurry even after cleaning the lenseIt’s still blurry horrible smh,1.0
229,When I received the phone it had a few dings and dents. Fine with me as it wasn’t to be a daily driver or anything special but the most irritating thing was the promise of 90% or better battery life all but guaranteed by Amazon itself. This phone arrived at 87%. I called and was given some money off which I never saw. I had to sell the phone 3rd party at a loss to make SOME of my money back. This was the 2nd iPhone I bought and had issues with. The XS max I bought before it ended up overheating so bad it wasn’t safe to handle when charging. The iPhone 12 I’m currently typing on however showed up with 1 tiny scratch and 100% battery life so I’m thinking I got lucky on that one. Needless to say I’m not overly thrilled with Amazons false guarantees of quality or the “discount” I supposedly got but in reality never did. Luck of the draw I suppose.,2.0
230,"Good price, works well",5.0
231,The phone looks great. However I can’t connect to wifi or enable the Bluetooth. I won’t be purchasing from this company again.,2.0
232,Phone came clean and works very good. Doesn’t lag or anything,5.0
233,Excellent quick replacement phone when you're in a bind,5.0
234,Next time I buy another phone I will use the same company.  The phone I received looks bran new and I love it.,5.0
235,For a renewal phone it works flawlessly.  My son loves it.  Will purchase again.,5.0
236,The screen just shut down while playing music and never came back on while the keypad sounded as if someone was holding buttons. I sent it back for a refund that I’m eligible for. They’ve messaged me asking me to log out from the iCloud twice which I’ve done so after the first time but still hasn’t processed my refund. Gave me a message for the weekend yet sent another message on the same weekend not answering where my money is but asking me to log out of an account that’s logged out of already.,1.0
237,Buen artículo,5.0
238,"This phone is like new.  The battery was over 90%, the screen was an original Apple product, and there were literally zero noticeable scratches or dings. I was concerned about quality after reading some bad reviews, but was extremely happy with my purchase.  Based on my experience with this purchase, I would definitely recommend without any hesitation.",5.0
239,My daughter loves it,5.0
240,I got a very badly damaged phone. The speakers were filled with gunk and dirt. Returned it immediately.,1.0
241,Very happy,5.0
242,"I bought the excellent condition iPhone XR. Based on some reviews, I expected that it might have some wear and tear but I was surprised to find the iPhone looked almost as good as new. The screen and camera were in good condition and the battery capacity was 84%. Very satisfied with this purchase.",5.0
243,I was skeptical of how well it would work but it has been great since I bought it two months ago. It came unblemished and really very pretty. Hopefully it will continue to work well for a couple of years at least.,5.0
244,"The quality of the iPhone was excellent and it came free of scratches . The charger and screen protection were included with no additional charge. My two previous products I purchased with Amazon were of poor quality and Amazon withdrew my reviews because of my honest reviews. However, the iPhone I recently purchased was excellent.",5.0
245,As advertised,5.0
246,Just received this phone last week. The seller did a great job cleaning up this phone. Its like it is brand new and works great. Pictures are very good. Im not sure of the battery charge yet but will let you know! Thanks seller!!,5.0
247,Lasted me over two years,5.0
248,The phone is great I ordered it in good condition but nun wrong with it beside color chipping but it’s not noticeable thank y’all for y’all service I definitely gonna cop the 11 from yall,5.0
249,"Received the iPhone very fast, it is so clean like brand new, price is great and seller is perfect.",5.0
250,All around great phone,5.0
251,great price for like new phone.,5.0
252,Honestly if you want a iPhone just buy it on here,5.0
253,Works great would swear it was straight from Apple if I wasn't told otherwise.,5.0
254,Bought this phone as a replacement for my kid. It works well & we haven't had any issues.,5.0
255,Very Simple. I ordered a used phone and that’s what I got. It came with a screen protector already on it as well as a USB-C charger which surprised me. I order an unlocked phone and it came unlocked.,5.0
256,The phone started clicking on its own and half of the phone wasnt working when i got it and the phone was cracked and the battery life was at 84.,2.0
257,Received phone. Got it hooked up fine but when you make a call the person on the other line can not hear you at all. The microphone on the phone does not work. Took to phone company and had to pay 250 dollars to get it fixed. It cost me more to get it fixed than i paid for the phone. Not happy at all!!!!!,1.0
258,"So I went out on a limb and bought a renewed phone. Blue iPhone xr for my daughter. It came quickly and it looks BRAND NEW! Love that about it. The accessories were 3rd party, but that's fine. The only complaint I have, is that the battery capacity is only 81%. It wears down pretty quickly. Quicker than most (if not all) of the phones I've ever owned. I'm going to replace it eventually, but overall, the phone is in perfect working condition and it looks great. I'm very impressed and would definitely buy again if ever needed too. My daughter loves her new to her phone.",4.0
259,Great phone‼️however the battery health was not what I expected.,5.0
260,I love the color also the phone works perfectly fine but the charger that came with it stopped working after one week of receiving it.,4.0
261,The media could not be loaded.                 It took forever to come and make sure you pick it up from fedex they dont go to your doors anymore but the battery has that error still and i figured out that when the phone doesnt have a sim card in it … it does indeed has sos at the top right corner and if u put a sim card in it and its still there you would have to take the phone to your phone carrier and have them switch it in their system,3.0
262,"Had some issues, turns off during a call, screen goes black occasionally during call",3.0
263,I am very satisfied with the phone. My daughter has been using it for almost 2 weeks now and has not had any issues. And when I say using it I mean “REALLY” using it. If she’s not chatting with friends she’s making videos or playing app games.  Not one issues has occurred. Buy with confidence you will be satisfied 👍🏻,5.0
264,I got refurbished premium thinking I would get an excellent quality product but when trying to call people you could barely hear the person on the other end. I tried troubleshooting and watching YouTube videos on the issue but after wasting a whole day of my time I decided to return it. I don’t trust Amazon refurb products going forward. Don’t recommend.,1.0
265,"DO NOT BUY ANYTHING FROM THIS VENDOR.  THE DAMN PHONE DOESN'T WORK.  WAS REFERRED TO THE APPLE STORE TO GET IT DO NOT BUY ANYTHING FROM THIS VENDOR.  THE DAMN PHONE DOESN'T WORK.  WAS REFERRED TO THE APPLE STORE TO GET IT FIXED, TO NO AVAIL!",1.0
266,"It’s okay , wasn’t able to use the apple face if to log into the phone only could use the password",3.0
267,Very good phone and good battery life and good working thanks,5.0
268,Nice phones excellent condition will buy again thanks,5.0
269,I liked the color that's about it.i even called Apple to help set up Apple ID. And they couldn't do it either. So I'm pretty bummed out about the phone.,3.0
270,It works great. Would definitely buy again,5.0
271,"The media could not be loaded.                 I decided to buy the iPhone XR from HybridIT, not only was it delivered within 2 days but it has a 99% battery, there’s not even a scratch on the screen. The only wear is a slight mark on the back of the phone that’s going to be covered by a case anyways. Absolutely so happy, I recommend making sure you buy from HybridIT because this is my second purchase of a different phone and it went above excellent condition in my opinion!",5.0
272,I know the iPhone XR is old and obsolete but it never ceases to amaze me I love it,5.0
273,Everything about the phone was great. It included a glass screen protector. Battery is awesome. Love it!,5.0
274,Perfect,5.0
275,It works great,4.0
276,My daughter loves it,5.0
277,"We had the phone about 3 days and the screen started shaking and wouldn't let select any of the apps.  Not sure if this phone was ""reconditioned"" properly..",2.0
278,Bottom of screen glitches sometimes. Battery life is so short🥲,4.0
279,"The screen started jumping on day 89. Contacted amazon as renewed warranty is 90 days. Had to watch 2 YouTube videos and try lots of steps, then after 2 hours they suggested I pay 75.00 to download another troubleshooting app which I refused. Then amazon said I had to contact 3rd party seller as they only warranty for 30 days. My last “Renewed” purchase",1.0
280,My dad is not a techie and does not take professional photos. So this alternative to get him a newer iPhone than what he had with a larger screen and a jump to face recognition at this price… great deal. Plus with 128gb he’ll never have to delete grandkid’s pics again because of lack of space.,5.0
281,Seams to work well,5.0
282,Good product fair price,5.0
283,The media could not be loaded.                 My phones looked nice but they gave my 5 gb instead of 64 and they gave me a pretty crappy battery on both phones,2.0
284,I love this phone and would recommend! The screen was scratched  but I would buy again if my phone breaks.,4.0
285,I’ve had this phone for two weeks and it’s working perfectly fine. No scratches or chips. Very satisfied with my purchase!,5.0
286,Very good buy. I couldn't pay $700 plus for another phone for my kid and I've brought used phones from Amazon before without any problems. This was a very good deal. Unlocked and ready for set up the same day it arrived.,5.0
287,"The refurbished phones from Amazon are pieces of crap, they don't seem to work more than a few weeks and then they fail. I have gone through two refurbished phones, both never lasted more than a week or two. Why Amazon puts up with this crap I'll never know. IN MY OPINION, you sell it, you are responsible for the product. Instead, Amazon quickly passes it off to third party responsibility, passing you off to third party people that don't live by Amazon standards. Slick avoidance if you ask me.",5.0
288,Phone came as expected. Few little scratches but nothing major. Battery life is like a new phone.,5.0
289,"The cellular telephone came as promised. It looked good, no scratches, no chips, no dings. Battery was almost empty. Charged it up and turned the phone off. When I went to put the screen protector and case on the telephone I noticed that the phone's screen was blank (black) but there were sounds as though the phone was working.As you can guess, the phone is on it's way back to Amazon and I'll see how this return and refund goes.",1.0
290,"Of course it still has glass all the way up to the edge, completely unprotected. So it will break very easily even with a case on it. The battery is great. The face id is not. Losing the home button makes everything frustrating and harder to use. There ends up being too many fine little motions you have to learn in order just to get to the screen you want.",3.0
291,The phones speaker on phone calls doesn’t work very well. All the sounds are muffled.,1.0
292,"The face recognition is perfect aswell as the screen quality and the battery life is fine for being refurbished, the maximum capacity 89.",5.0
293,Charger is cheap and don't work!,4.0
294,This was a gift to my father and he seems to be loving and enjoying it.,5.0
295,Phone lasted long enough to not be covered under the return policy . Save your money and go with a known local vender.  This phone was a complete bust. No response from the company.,1.0
296,Everything just as described. Very fast for a 4 year old phone. Only issue was the battery died often. Would highly recommend purchasing!,5.0
297,I ordered a black phone a red phone came and it doesn’t turn on only the Apple on the screen popping up,1.0
298,This phone’s touchscreen stopped working the first week. Customer service is very hard to get ahold of and they wouldn’t replace or totally refund my phone.,1.0
299,I returned this itwm.,5.0
300,"This has lots of new things it’s capable of than my old 6s & I’m technically challenged so it’ll take my a while. It does NOT have a home button & I truly miss having that! Did I mention that I’m technically challenged 😂🤣😂🤣 I do like the bigger size screen, though.",5.0
301,Unfortunately the iPhone came with problem in the speaker. But in overall condition it was good. But I will need to spend some money to fix the iPhone speaker. I can’t return it anymore because the phone is not with me.,3.0
302,Perfect condition. Comes with a certified refurbished certificate. True to size and description. Shipping was very fast. I was honestly shocked how fast it came after finding out it was shipped from New York I’m in Illinois. Highly recommend.,5.0
303,This item came damaged it was really a diasppointment,1.0
304,"The phone looks and works ok. The battery life is not good, doesn’t change fast. The charger received with it is not original and the phone won’t accept it. It also gets super hot sometimes while using it. I don’t recommend buying it renewed if you are expecting more than this.",2.0
305,"Nothing is wrong really, although could be games on my phone that lags it out sometimes using a lot of data but again could be games photos etc. other then that amazing. Got my husband one too! ❤️",5.0
306,We love our xr and since we are hard on phones Amazon always gives us what we want,5.0
307,Definitely worth it ….,5.0
308,When I bought this I was skeptical but the phone arrived in great condition was cleaned and packages very well and I received it very fast.,5.0
309,Perfect! THANKS!!,5.0
310,I broke my phone and didn’t want to spend $900plus for a new phone. Ordered iPhone XR received in perfect condition and works great.,5.0
311,Nothing wrong with the phone and looks brand new,5.0
312,"I was looking for the best value per dollar when I ordered a new to me phone. Shipping was quick, and tracking was spot on. Once device arrived company had included an easy to follow “how to” to set up device. The body of the phone had slight wear on top and bottom which appears to be from its previous case. The screen of the phone and camera look to be new or near new with no imperfections. Battery life according to the phone’s diagnostics is over 80%. I’m so pleased to receive a refurbished product and it be better than I had anticipated. Thank you!",5.0
313,"Had phone activated for my daughter and the volume button doesn’t work - can only turn the phone up, not down; and the power button doesn’t work unless you press it towards the top of the button. When I went to exchange the phone for a different one,  it wasn’t an option I’m guessing because the price has gone up $20. That shouldn’t matter since I ordered a working phone at the original price. Not a satisfied customer.",1.0
314,Very quick shipping. Arrived in near perfect condition and I am very satisfying with this purchase. Would buy again.,5.0
315,Thank you,5.0
316,Phone is locked and cant be used.,1.0
317,The media could not be loaded.                 Had trouble getting it to work. Constantly crashing when set up.,3.0
318,"Even if advertised as cosmetically in excellent conditions, when I received it the phone looks more like n acceptable conditions, back camera glass is broken and it has scratches, phone works overall well , except for face recognition that is a hit or miss and there is some glare when taking a pic with the back camera .",3.0
319,"The media could not be loaded.                 Got it a few days after ordering, there’s a few subtle scratches on the side and back of the phone but nothing that wouldn’t be covered with a case, came at 89% battery capacity, screen and Face ID works perfectly. Everything works as said in description.",5.0
320,I was a little hesitant to purchase because of past experiences with phone I purchased on Amazon but this phone looks and works as expected and it is my son’s fort iPhone he is on cloud 9 thanks!!!,5.0
321,Love it great quality,5.0
322,It was exactly as described 10 out of 10,5.0
323,For a refurbished phone it has no issues in perfect condition,5.0
324,I was under the impression that these items were tested before they were sent out. Obviously not the case because I received a phone that I can't even hear people talking.  Let's hope the replacement phone works,1.0
325,Do NOT buy from this company. This phone was a piece of Junk. Barely had for 6 Mo. and my phones Wi-Fi chip melted and could not be repaired. This company is very UNsupportive. What a waste of hard earned money. This company could care less about that.,1.0
326,"Can’t hear out of the speaker and they want me to send it back and wait till they receive it to send another one, guess I’ll have to pay out of pocket to fix this one because it will take too long if I send it back, just won’t buy anything like this from here agin",2.0
327,Was a little skeptical about buying an iPhone on Amazon but the phone came in excellent condition,5.0
328,"I’m satisfied with purchasing this iPhone XR for my son he loves it. Great price for a refurbished phone, no scratches and everything works just the same as a brand new phone. Thank you!",5.0
329,"It delivered in 1 day but it was supposed to deliver in 4 days! Thank you so much guys, its in great condition and I love it!",5.0
330,"The media could not be loaded.                 I purchased a renewed iPhone XR in excellent condition and it is indeed in excellent condition.  The phone did not have one scratch or ding or dent.  I called my mom and she could hear me fine… the sound comes clear.  The battery health was at 86% which to me for a phone that is renewed is pretty good.  I tested the facial recognition and it works perfectly.  The only thing about this XR model I don’t really like is the home button… maybe cuz it’s new to me… but it gets in the way and wish it wasn’t part of the screen screen.  Also taking a screenshot was changed …from my older dinosaur iPhone 7plus I would hit the home button with the button on the right but since xr doesn’t have it, u have to push the volume up button instead.  Overall very pleased and will update if things change over the next few months",5.0
331,Purchased for a friend who was using a very old iPhone. This was a perfect upgrade for her. Works well so far.,5.0
332,"This was my teens first real phone. I chose this phone because of the battery life, storage, and extra large screen size.  My kid is a gamer but I was not going to be able to afford a good phone (necessary for safety) and a gaming device.  This has proven to be perfect for phone, gaming, and daily school needs.  My teen has been thrilled with the phone and has no complaints. It’s nice that Amazon has these options for people who don’t/can’t buy the “newest thing.”  I love the one year warranty as well.",5.0
333,"It works a lot better than my old phone, so I can’t really complain. However, I will note that it has some glitches. The screen doesn’t always respond to my touch, it seems to overheat quite easily, and it’s had some issues with my CarPlay. Every once in a while while using CarPlay, it switches to the speakers that are supposed to be used when you are on a phone call. I don’t know why it does this while playing music, but once I pause it and replay it, it stops. Also, it does this completely randomly, so I really don’t know what triggers it.  I also noticed that the Siri function doesn’t always go off or hear what I say properly. I haven’t had any other issues with the phone other than the slight glitches, but depending on my mood it can be quite frustrating. Seems to be an OK quality.",3.0
334,Product was received in excellent condition,5.0
335,"i really liked the phone. the only little thing was the battery life wat at 84% but it is a refurbished phone. other than that, the phone is great. i got it as a gift for my 12 y/o brother and he loves it.",5.0
336,"The positives:The phone overall was great. I purchased the 256gb and it came with a 92% battery life which honestly I was even shocked by since that's 12% more than guaranteed. It ran smoothly and whatnot, everything was working, or at least I thought it was.The negatives:The Face ID is completely broken, it won't work at all. I tried multiple times but kept getting hit with the ""Face ID is not available right now, try again later"". I tried everything I could including contacting Apple Support. Apple support confirmed that the screen of the iPhone was not a genuine apple screen and was third party, which likely broke the Face ID. Also unrelated to the Face ID but about the screen still, it shut off randomly out of no where and would not turn back on. I still heard audio coming from the phone, but the screen was black... I had to do a hard reset of the phone using Find My iPhone from another device to fix it. Not that bad, but still scary.Nonetheless if you don't mind not having Face ID possibly, then this phone is nice.",3.0
337,The phone works about to what it should camera is great sound is great but the rest depends on the weather if it’s cold battery drains if it’s super warm out batter dies fast…,5.0
338,Back of the phone was scratched up really bad.  You can tell from even further then arms Length away. Wouldn’t recommend if you want a good quality phone battery was better then advertised tho.,2.0
339,came with screen protector saved me 20 dollars,5.0
340,"It’s a new phone. Works amazing, why pay full price?",5.0
341,It works perfect,5.0
342,Works great my son loves it,4.0
343,I have had for more than one year So Far So good,5.0
344,I was able to pick my carrier and add it straight to my plan. No physical damages to the phone just as stated in the description.,5.0
345,Esta muy baja el rendimiento de la batería:(,3.0
346,Thank you.,5.0
347,Phone didn't come with 80% battery phone was dead and charges fast but died even faster I had to replace the battery which was like $117 this sucks basically half of what I paid for the phone spent just to fix it.,3.0
348,Arrived in good condition just small scratches at face view.. but its clean and looks good,4.0
349,It was locked had to send back.  Very disappointed,1.0
350,"bought the used but still play version and it’s completely fine! iphone works great, battery life has no issues. there’s absolutely mo damage or scratches to the phone to even make it look like i bought a used phone. was very easy to set up and pop my sim into the unlocked carrier. i wasn’t expecting to get a charger but seller included a very nice one with a great storage box for it. highly recommend this seller, very impressed and happy!",5.0
351,I like the screen quality and the fast app response.,5.0
352,The overall phone is good just having trouble with the face recognition but everything else works fine,5.0
353,The refurbished iPhone XR is a great first phone with keyboard. This phone is simple to learn and has great photo features.,5.0
354,The phone works perfectly fine don’t have anything negative to say about it yet I love it,5.0
355,"The phone did not let me go past the picking your region part and when I tried to reset the phone through itunes it did not work either. My friend has purchased from the same vendor and his work fine, I guess with these types of products it's a hit or miss.",1.0
356,Todo ha funcionado muy bien.,5.0
357,"Me encanto el equipo, solo un pequeno rayoncito en el costado bajo, pero luego de eso nuevo... estoy feliz, tambien la bateria tiene un 87 % vida util, pero ya esperaba esto, osa que no fue nada de sorprenderme.Recomendado !!!",5.0
358,Looks like new. Easy set up,5.0
359,"This was a gift for my 16-year-old granddaughter, and she just loves it.  Thank You.",5.0
360,very inpressed with the phone would for sure by again.,4.0
361,Yes,5.0
362,Phone seemed great. Once set up and able to use we realized the phone wouldn't charge and now it's such a process with these people to get a new one or a refund. Very disappointed and discouraged,2.0
363,Bought for my husband for Christmas and came in great condition with a screen protector already on and a charger,5.0
364,It arrived in excellent conditions and the price is really good too.,5.0
365,I got the “like new” or excellent condition and it had scratches all over the screen the battery life wasn’t 100% and it drops calls after about 30 seconds into the calls. I don’t feel like going without a phone while driving back and forth for hours so I can’t send it back. I don’t think it was a very good purchase,2.0
366,I purchased this phone barely a month ago and so far I have had no problems with it and I especially like the face recognition application,5.0
367,Everything works great so far!,5.0
368,Screen quality is good for an XR,4.0
369,I like the whole deal.,5.0
370,"Good product, worth the price. 8.5/10",5.0
371,I bought this for my daughter for Christmas. I was not disappointed. It is in excellent brand new condition and works great. She was so happy with it.,5.0
372,Love my phone no problems got my monies worth everything works fine was a bit skeptical but I recommend this anytime,4.0
373,"El audio de las llamadas no funciona , solo funciona en altavoz.",4.0
374,"Welp they sent me a broken phone, I also got the excellent quality so I expected it to work. This is my second time ordering and the first was perfect but this time it just doesn’t work. I don’t recommend this product anymore I’m sorry :(",1.0
375,Me personally I love the phone it came earlier than expected and it didnt even have a scratch its like brand new . I highly recommend this product .,5.0
376,In excellent condition love it and cheap too !!,5.0
377,"Horrible experience with the renewal program and its sellers. I paid extra for the premium renewal, and the phone came out worst than the regular renewal.First problem: the stereo receiver speaker is experiencing much static noise on medium to high volume. The moment you make a phone call, you can hear the static and cant hear the person clearly.Second problem: The side button is not clicking and getting jammed.I understand this is a refurbished iPhone, and that might not be perfect, but amazon promise that these phones inspect for convenience.This is supposed to be a grade-A renewal phone that Amazon thoroughly checked. I don't recommend amazon renewal programs for mobiles phone.",1.0
378,phone came very fast and its like brand new worth it for the price,5.0
379,I love this product bought for my mother in law and wirks amazing would buy again,5.0
380,Device came in fantastic condition. And is fully functional and unlocked for all carriers. Only minor complaint is that the rear camera has a small grey spot when taking photos. Battery health shows 85% which is great.  (Anything under 80% is considered a bad battery. ) Very happy with the purchase for the price. Would purchase again definitively.,5.0
381,The charger that came with the telephone only worked for one hour,4.0
382,"I have been using this iphone for almost 2 months, and I absolutely positively love it. Wanted to wait and write a review until I had the phone for a bit to really fairly access it’s functionality. Face ID cosmetic condition user interface operating system, all functioning beautifully. When I received the phone it had a 90% battery which it still has and battery life is excellent including standby. I recommend this phone to anybody that wants a great iPhone without breaking the bank and getting one in like new condition.",5.0
383,I just love it 😍,5.0
384,"Phone would not work on AT&T network, because they told me the phone was showing that it had be lost or stolen. Took to another repair r shop, that I trust and after interning the numbers on the phone it showed the same thing. Cost me an extra 100.00 dollars, and had to find another phone. How can people sell a list or stolen phone on Amazon . This needs to be looked into by them, never buy from the vender again.",1.0
385,Ben,4.0
386,The charging port on the iphone isn't working when I plug the lightning charger in.,2.0
387,THIS PHONE IS NOT UNLOCKED ITS LOCKED TO A CARRIER AND U CANT UNLOCK IT,1.0
388,"Amazon always loves to hide my deliveries from me. I found it in a bush this morning. Yellow was the perfect choice! Here are the two things I noticed. Battery health started at 80%, and I miss the fingerprint. I have had an iphone 8 for 4 years, so it's quite a step up here.",5.0
389,"Bought this as a Christmas gift for my goddaughter. The phone arrived a lot sooner than expected, and it looks brand new! No obvious cosmetic issues, easy to set up and transfer SIM card. My only concern is the battery life BUT the phone was refurbished so that was somewhat expected. Very satisfied with my purchase, so far.",5.0
390,Love it,5.0
391,I got this phone a while back and was so upset I did not know what to do. The screen was damaged and had to try to use the phone with only half the screen.,1.0
392,"the phone’s really good overall, looks like it’s been very taken care of. the camera, screen, face id, everything works so well. the only problem is the battery capacity. it’s at 94%, but other than that it’s good. runs good and is up to date.",5.0
393,"Bought this as a replacement phone for my son. He was using a 6-something or other. I have an XR, and find it to be a great phone, so I recommended it for him.I've bought from this seller before, numerous times, different phones. Only once had to send one back due to not working. They were super quick to replace it.The phone works like almost brand new.",5.0
394,duro 2 dias funcionado despues se super acerco el panel solo y no puede siento que no esta bien restaurado y no cumple con la supuesta garantia de amazon,2.0
395,"Physically and operationally, it was like new. I was most pleased with the product. I didn't test face recognition so did not rate it.",5.0
396,Me gusto mucho la buena presentación del producto ya que es para un regalo 🎁 y todo al parecer funciona bien 👍🏾,5.0
397,Phone in excellent condition plus with a screen protector also include it thanks 👍🏽,5.0
398,"Battery had 96% life left.  No scratches or chips.  Stuck T-Mobile SIM card in it, and it went to work.  Good deal.",5.0
399,So far this phone is working great. Will follow up later when we’ve had it longer. The quality was great and had no problems with set up or hooking it up with our service.,4.0
400,This phone was a great deal. My wife loves this thing after learning about how to use it.,5.0
401,Visually the phone is nice but the battery life is way beyond what's fair for what I've paid. The battery was 75% depleted. Yes I understand it's an older phone but I've seen others review this renewed phone and gotten high 80's low 90's. It's not fairThis is my first iPhone and defiantly a major upgrade from my previous phone and I had high hopes. I'll more than likely just buy new next time.,5.0
402,Muy bueno solo q viene con 95% de condición de batería,5.0
403,It works pretty well. Face recognition is a bit off but other than that it’s good,3.0
404,"No glitches, clarity of the screen",5.0
405,Everything they say it was.,5.0
406,"I’ve had this phone for like 3 years now? Maybe longer, but I’m actually planning on buying another phone from the exact seller, but with more GB. Mine only has 64GB (I was being cheap at the time) but since I have a phone with an actually decent camera, I want to be able to fit more on my phone so I’ll be buying another phone with the highest GB from this seller. Shipping was fast and I had no issue transferring SIM cards. I go through straight talk and it’s the cheapest around me with the best signal. I do use my phone while charging it, which we all know effects the quality of your battery, so I do have to charge it every night but that’s with any iPhone over time (this one actually did better than my other phones from the apple store as far as battery) The phone was in the best quality when I received it, just like I ordered it from the apple store except of course different packaging. I felt like I was taking a risk as first, but honestly I’ll just be getting my phones from this seller from now on!!!!",5.0
407,"I bought a US version, excellent condition iPhone as described in the ad, but it was dented at the bottom to the point of the paint being peeled off, and really, really scratched in the back. When  I tried to activate the service with Spectrum, I was informed it wasn't a US version phone. I had to return it and wait for the refund, while I am still in need of a new cell phone. It was really disappointing. My daughter bought the same iPhone from another seller and it was perfect. Hopefully, they will send us the refund soon. I need a new phone.",2.0
408,My grandson loves his phone,5.0
409,Great price for an awesome phone in excellent condition! Would definitely recommend purchasing from this seller.,5.0
410,Honestly everything it said it was. The only issue is the battery has degraded overtime and will need replacing in the next year.,5.0
411,I swear these are like brand new iPhones I bought 2 for my siblings . I also got the renewed premium I payed a little extra so it wouldn’t have any damages ! I feel like if you get the renewed premium you have a better chance of getting a brand new iPhone !,5.0
412,I had an iphone 7.  Easily converted everything from it to the new phone.  The camera takes great pictures.  The battery lasts a very long time. Plenty of apps to download.  The coral color is very pretty.,5.0
413,product ok missing sim tray removal even though said would come with one some dings on phone maybe traveling looks cheap packaging battery was 9% when got it in settings battery 82% geez someone been using it when should of been cleaned out wouldn’t recommend getting from this company,2.0
414,bought this for my daughter. works and in great condition,5.0
415,Supper good phone 10/10 shipping with fed x not that good but overall really good phone nice camera quality,5.0
416,The camera was in perfect condition - not a blemish anywhere and even came with a screen protector already installed (probably by the previous owner). The battery was at 80% as promised.,5.0
417,I was told I could not see the scratches from a meter away but I guess that's not the case I can see it from 40 feet away but the phone works fine,4.0
418,"I was pretty skeptical about buying a phone off of Amazon, but it came in early, no scratches or dents, the screen is perfect with no cracks. It battery life is ok, but not the sellers fault. It’s unlocked as promised, and the right GB. Overall, I would definitely buy another one here if I needed to!",5.0
419,Everything came out perfect,5.0
420,"This seller stinks, the phone broke after only aMonth and they will not replace it, I have to buy a new phone and wait for a refund. Stay away!!",1.0
421,Good purchase.,5.0
422,phone screen is very good..i love how they packaged it there seem to be no problem you should def buy also this was premium lol,5.0
423,"While the phone is impressive upon opening the Apple box, and the features built into it are great, the phone battery is not.  Heats up after 20 minutes and I mean HOT!  I bought three phones for gifts this Christmas and decided on refurbished because I had to buy three.  Out of the box they are flawless and upgrading them to 16.0 was easy enough but the batteries all heat up just a few minutes into the upgrade.  That just isn't right.  I have bought straight from Apple store since the iPhones came out and never had a problem with overheating.  New battery replacement is pricey which makes this refurbished phone not as great a deal at all.  I just don't know how long they will last and I feel unsettled about that.",5.0
424,Gostei está tudo ok,4.0
425,Scam,1.0
426,i didnt like anything about the 2 renewed iphones i bought on amazon they do not work properly and freeze up every day and both have bad batteries and damaged operating systems one of the phones camera does not even work sure your allowed to return them but thats a hassle and your without a phone until a new one arrives this is the first review i have ever wrote and im 57 years old i wrote it hoping i can spare someone the nightmare  that comes with buying a renewed iphone on amazon im gonna go back to a renewed samsung from amazon i bought one before and jt worked perfect with no issues. i did not rate these renewed iphones from amazon because they dont even deserve a single star.  amazon made me rate the overall rating to post this review but  it was not earned from these pieces of crap renewed iphones.  thanks for your time,1.0
427,Everything it's working great my Daughter love it,5.0
428,Works great. No issues,5.0
429,"Never bought an iPhone of Amazon before. Was very skeptical. Now I’ll never buy phones a different way! Phone works perfectly, basically brand new. So happy",5.0
430,buen producto llego casi como nuevo con 85% de bateria,5.0
431,"I purchased this phone back in July 2021. I meant to write a review six months in- just to let others that are considering a purchase, how the phone is holding up. It’s 2023 and I’m still using it and have no issues with it as of today.The reason it’s only four star instead of five is because for a moment, there was a small problem with the screen turning black and having the small loading circle appear (it would happen for ten to thirty minutes) but it hasn’t happened for months now, so I’m going to assume it won’t happen again.All in all, the phone is still reliable and works wonderfully.",4.0
432,I only thing I had a small crack but I can get that fixed other wise I love it so get it most definitely 💙,5.0
433,"On the description before I purchase, it says excellent conditions. Once I get the device open the box and the phone has screen protector on but a bunch of scratches underneath of the screen protector. Attempt to contact them. No one get back with me until today.",2.0
434,Great condition. Works great. Not a scratch on it. I'm very happy w this purchase!!,5.0
435,i got this just planning on using it for a month but i used it for much longer. it’s refurbished but it seemed to be in perfect quality. i would definitely recommend it if your looking for an affordable iphone. after i got my new phone i sold this one to my friend and he’s been using it about 4 months and hasn’t complained about it,5.0
436,This was a Christmas present for my granddaughter. The phone is still locked. Amazon advertised phone unlocked.,3.0
437,Phone was unlocked and easy to transfer over . Kids love it,5.0
438,"No scratches, etc.  Haven't had it long but have discovered that the flashlight won't work.  As I use it if I find anything else wrong I will update my review",4.0
439,I got the phone used it charged fine the first two nights then I get home from school and it doesn't charge I've used different charging cables and boxes and different outlets this makes me pretty upset because I was very happy with the phone at first.,2.0
440,"It's a gamble. 80%+ guaranteed peak battery, so sellers will skirt as low to 80% as they can since they do not have to disclose it. Unfortunate since I only bought a new iPhone because of a dead battery on an old one.",3.0
441,"We needed our phones replaced and always hesitant to get them online but this is the 2nd time and we’ve had NO issues, this time came looking brand spanking new no scratches no issues worked great even had 50% charge on it.",5.0
442,Screen stopped responding after 3 months,1.0
443,It was a great buy,5.0
444,It was in excellent condition👍,5.0
445,Been using this phone for 3 year its been with me longer than any other phone i have owned,5.0
446,They phone was like new no scratches or flaws on the phone  The battery life is great  I am so happy I decided to get a refurbished phone from Amazon 90 Day return and 1 year renewed warranty  and a great price,5.0
447,"I honestly wasn’t expecting it to be in this good of a condition but boy was I wrong, it operates like a brand new phone from the Apple Store itself!",5.0
