,comment,rating
21,Phone came in early and works perfectly.. great price great everything.. much appreciated guys! Thank you for staying on it!,5.0
22,"Loved, Match with my phone color",5.0
23,Great birthday gift,5.0
24,"It is use for communication and school work for my smart 4th grader. He uses Roblox, Educational games and Movies on Amazon Prime Videos with Parental Control. Battery Life last a long time.",5.0
25,"The battery will not hold a charge.Looks great, works well but…",3.0
26,detalles de uso comun pero funcionando al 100%,5.0
27,The product is totally not worth the money and I bought two and never again they both have worn batteries,1.0
28,"The phone was certified to not have visible scratches.  When I received it there was a bulky screen protector on it, once I removed the screen protector there were obvious scratches on the screen (easily visible from over 12"" away)",1.0
29,this iphone se is like BRAND NEW. Mine came with a charger and lightning cable.So far so goodMore importantly ive been browsing amazon renew products for years i never purchased until today. I'm impressed so far.,5.0
30,Looks good! However battery is not good. It run down so fast just in 1-2 hours,3.0
31,"Tenía mis dudas pero funciona muy bien, una bocina no se escucha tan fuerte y ya. La pila a 89%.",5.0
32,I use it for work constantly. Worth the money,5.0
33,"I bought this phone in early October 2022, and by February 2023 the battery was no longer holding a charge and randomly shutting off. It started happening two weeks after my return window with Amazon closed. I would not buy this phone!",1.0
34,Returned,1.0
35,"The IPhone I received looked brand new and was without scuffs or scratches. The screen was perfect. I charged it, put in the Sim card from my six year old iPhone, powered the new phone up and followed the simple prompts to transfer all my old phone contents to my new phone. It was very simple to do. My new phone operates flawlessly. The battery was as advertised with 80% capacity and came with a legit new iPhone charger. My phone was sent to me via FedEx and was protectively boxed. I highly recommend this vendor.",5.0
36,7 months and the Battery is not good. It needs a battery replacement.,1.0
37,She seem to like everything,5.0
38,"The battery life is at 86%, iPhone goes dead at about 5% but it doesn’t matter to me because I charge my phone before I use it. Beside the point, my iPhone came with scratches that you can barely see only in the sunlight. The device is unlocked and as promise everything you asked for. If you are willing to buy it, do so I don’t see a reason why not to buy it.",5.0
39,"Phone appears very clean, can be almost called as Brand New except the minor dirt in the Home/ Touch ID.Maximum Battery capacity is shown 90% under battery health. If the phone is connected to the blue tooth of the car, 50% battery has been used for an hour long car driving, for listening to YT music and also Apple Maps. SE 2nd gen has this drawback of fast draining of battery. YouTube Video quality has not been up to the mark. Voice commands are excellent. I may replace the battery after few months. Otherwise, I am pleased with my purchase for the price.",4.0
40,"My only complaint would be that the battery health is not what was stated in the ad. ""This product will have a battery that exceeds 80% capacity relative to new.""As can be seen by the attached picture, it is currently at 74%. It was 77% when it arrived.Fortunately, this is a secondary phone and only gets used once or twice a week.I should be able to get six months out of it before having to replace the battery.As for the phone itself, it operates properly and will more than likely serve its purpose.",4.0
41,"Phone arrived in excellent shape nothing cosmetically or electronically wrong with the phone. The only complaint is the battery is at 81%. I’ve had my iPhone 13 for going on a year and a half and my phones at 99% other than that I would buy it again, it shipped quick, and like I said, arrived in excellent shape",5.0
42,"It's not as easy to use as an Android phone. The single button is annoying.Worst of all, its charging still uses the old Lightning cables, and it stopped charging after only half a year. Bad hardware. We tried 3 different cables, and none of them would charge it. There has been zero physical damage to the phone. It stopped working on its own.",2.0
43,"I've been using this for about a week now, and it is performing beautifully so far.I bought this to replace the one I dropped and cracked pretty badly. I didn't want to pay the big bucks because I don't trust myself to not break another one. I'm told that this will not live as long as a brand-new one and that it may only last a couple of years.That's ok with me. At $150 I can afford to replace it. And at $75 a year (based on two years) I'm thrilled to have all this technology at my fingertips. I consider this a deal!",5.0
44,Very slow terrible battery life,1.0
45,"I'm very happy with this phone very good deal for the price, the battery does drain pretty fast but it's not.",4.0
46,"Works and looks like a brand new phone... i knew it would be small but wow my eyeballs hurt, after using a giant phone for so long. I needed any iphone that was cheap,  to see if i like them and to see if i would invest in a nicer one, so no complaints here. Good phone, but def temporary for me and better for a kid.  Also, i dont think it says in the description, but it does do wireless charging.",5.0
47,I like that the battery life was at 93 but I think the battery is aftermarket because five months after you use it went down from 93% to 90 percent wich is bad also I got excellent condition. There was a lot of scratches on the screen and back glass. And also the true tone does not work.,3.0
48,Phone arrived on time and is definitely in excellent condition. No marks.,5.0
49,"Just got this today. It's battery health is 100% and shows 0 signs of damage, even if i look at it very closely.",5.0
50,Me gusto mucho,5.0
51,I originally bought an older iPhone for my daughter from Best Buy. We got it in the mail and it didn’t hold a charger. They gave me a little bit of a hard time returning it but at the end they did. I bought this one for my daughter. It’s a newer version than the Best Buy one and it was less money. Better value and it had a 90 day return policy in case anything was wrong with it. Worth the money.,5.0
52,Have had the phone for 2 months now and the phone works like brand new. The Phones over all quality in great condition. Packaging was so organized. Came with charger. Have had No problems with it. Thank you.,5.0
53,Item as described,5.0
54,So far I love it. The only thing is that I have to charge it twice a day but I do that with my other iPhone the iPhone 13 Pro Max so it’s the same thing,4.0
55,"Todo super exelente, solo que hubo un problemita con el microfono que no me grababa audio pero lo reinicie y todo normal. Bateria en 86 de vida util, cargador y empaque. El embalaje deberian de hacerlo mas seguro ya que el telefono venia con mucho movimiento dentro de la caja y se podia estropear, pero todo muy bien, hasta ahora no me ha dado ninguna falla, lo tengo actualizado a IOS 16.3 ya y la verdad es que estoy muy feliz con mi compra. No hay mas felicidad que producir tu propio dinero y comprar las cosas que te gustan sin pedirlas a nadie💖",5.0
56,Everything was fine until It started restarting every 5 minutes out the box getting a refund,2.0
57,"I purchased a renewed premium iPhone. I decided to pay 40 extra bucks compared to the standard renewed in excellent condition for peace of mind. According to Amazon, for renewed premium there's a 1 year return window and warranty compared to 90 days for standard renewed. The phone is in excellent condition, looks new, no scratches, and works as expected. The only thing I wasn't totally happy about is the fact that the battery health is at 91%. I understand renewed premium guarantees a 90% minimum battery health but I was hoping it had at least 95%. Since this is going to be my backup/unlocked phone for international trips I can live with it.",4.0
58,"I was looking to get an iPod touch to store my music and I decided to to get a phone. After several research I found this one . I was very doubtful at the beginning . After a week of testing ….the results are great! ( of course the life battery is at 87 percent but is understandable because is a refurbished device) but overall the iPhone 2nd works great!Perfect condition, not scratches like a brand new device !",5.0
59,phone works perfectly and it arrived in excellent condition it even arrived faster than I expected. Thank you!,5.0
60,"This purchase was made for someone who had only owned cheap, buggy flip phones before.  I tried FOR YEARS to get them to switch to a more reliable phone with better reception.  I finally convinced them to take a chance on this iPhone SE.  The only reason they agreed was the reasonable price.  The only reason ""I"" took a chance was the ""Renewed Premium"" option.  THATS what sold the phone - the Renewed Premium option.This iPhone SE is truly like new.  The battery is excellent.  The screen is perfect.  All the basics - phone, voicemail, ringer, speaker, antenna, data, charger, camera - they all work.  I'm trying to make sure the user doesn't get overwhelmed because there is a VERY steep learning curve for anyone switching from a cheapie flip phone to an iPhone.  This phone HAD to work.  And it does.  I tested most of the functions, and then I turned off most of the features for the user.  I'm really happy with it.  The new owner is still getting used to the phone but hasn't once tried to make me return it.  This is a major victory for us.",5.0
61,Purchased this phone to replace the same exact phone that I had ran over with my truck it was still working although it was completely shattered front and back !,5.0
62,"if you can keep this phone charged, it's honestly a great value phone. lots of processing power, long support life from apple, speakers and screen pretty decent. it's small so if you're looking to play games a lot or watch videos, you'll have to either upgrade or compromise. the main drawback is the battery life but it can/should still last you through the day with bluetooth and wifi.if you're a basic hardware guy like me, this is pretty great value for an iphone that will last until like 2027.",5.0
63,Buen producto,5.0
64,Came in a few days. Didn’t have any scratches. Works perfect for cricket wireless just popped in my old SIM card. The battery seems to drain fast but it’s fine I guess. Would buy again,5.0
65,"El equipo funciona muy bien, lo unico es que en la publicacion dice que no tendria marcas apreciables a mas de 12 pulgadas, y la verdad si tiene varias marcas bastante visibles. Pero de funcionamiento todo bien, bateria llegó con 82% de condición, dentro de lo prometido",4.0
66,They phone works fine just died to quickly and I mean quickly.,2.0
67,"The Charging Cord was extremely hard to remove and insert into the Phone, eventually after about a week it became very hard to remove then broke.  After Market. Took over a Month for the Company to send a replacement. The Company sent a Charging Cord and a new Charger. I got lucky by checking the Plug abut 30 Minutes after it was plugged in and discovered it was so hot it almost burned my hand. Caution needs to be given to the Charger catching on FIRE?  If not it may be too late for some one.",3.0
68,"renovated product in excellent condition, thanks amazon!!",5.0
69,Comes with the plastic wrap without a box. Charging cable and adapter is not working (very bad quality Chinese adapter). I’ve bought this item for gift but I can’t give it because of bad-ass packaging. So disappointed. I need refund on this.,1.0
70,Phone came with a broken camera module confirmed by Apple diagnostic test and company tried to make me send it back to be without a phone to get a replacement. Do not buy from them.,1.0
71,It keeps rebooting every 5 minutes barely had the phone for 1 hour..,1.0
72,"I bought this for my grandmother, who has been having issues with a budget android, and she loves it. As a longtime android user, I have to admit iphones have the best ease of use. This one Is budget friendly, decently durable, has a great camera, and still gets updates. I would recomend this to people on a budget who would rather not have to deal with a budget android's quirks.",5.0
73,My daughter chose this phone and she said it took a little while to get used to from having an android but for the most part she hasn't had any issues with it dying or breaking.,5.0
74,I was a bit sceptical about paying for this cheap price but I gave it a shot and it’s the best thing I did! Everything works perfectly great and it was easy to install. Definitely would buy again!,5.0
75,"Overall, this was a very high-end quality made product at a good price. Switching from Android to Apple made a big difference for me. What I liked was the quality, decent size, and battery life. This product I use is on a daily basis. However, I only had this product for a few days, and works very well. The charging they provided for my phone is great and even charges quickly within 45 minutes. The phone charges fully to 100% which is great. I do recommend this product if you're looking for something-liked new at a very good price.",5.0
76,iPhone has worked great. Seller provided excellent service and communications.Will buy again from this seller.,5.0
77,nan,5.0
78,The media could not be loaded.                 Great price! Works great. Works with my provider (cricket) phone was unlocked. highly recommended 👍🏾,5.0
79,"For three months, it was great. Beautiful screen, scalable text, and decent sound quality. Then it died. I tried everything I knew to revive it, but nothing worked.I asked for a replacement, and the seller [Amazon Renewed?] seemed to agree, but they never sent me a return label. Beware.",1.0
80,A pesar de ser refabricado el producto parece nuevo!! 👌,5.0
81,"iPhone SE II good condition (BOUGHT FROM MOBILESUPPLY). It has a good battery for a used one, it was unlocked, correct internal storage I selected, overall excellent!",5.0
82,It was a great phone. It was packaged nicely and delivered in a decent amount of time. The quality of the product was great overall. The only issue I had was that it wasn’t compatible with my carrier. I had to do a return and they gave me a full refund with no issues. I would definitely recommend this phone to anyone who is able to use it with their carrier.,4.0
83,"El celular esta en el estado mencionado muy lindo, pero la batería no dura ni 9 hs",3.0
84,"Had a small issue with the first one, but the seller fixed my issue by swapping it out for us. 100% accurate description, fully Unlocked so it will work with any US carrier and the phone looked completely unused. So I'd say they are top tier refurbishing team.",5.0
85,I use a phone just like anyone else and I work 12 hr. shifts and my phon dies like 2-3 times during my shift. I’m very busy and I don’t have time to be plugged into the wall.,3.0
86,Everything works fine with the phone. it functions as it should.It was shipped with a screen protector already installed. I don’t like screen protectors so I removed it and was surprised to see so many scratch’s and damage to the glass. I couldn’t see it with the screen protector on. It probably wouldn’t have bothered me as much… but I feel like they was trying to hide it.. I use the phone as a secondary phone is the only reason I kept it.,4.0
87,100% battery health. Appears to be new.Speedy delivery.Too soon to tell if it will last that way.,4.0
88,I received my phone and it is like new.,5.0
89,"I was in a bind and needed a new phone quick, and this does the job, but it also came with scratches and other little things here and there, overall it’s good if you need a phone quick",3.0
90,"Bought it for my husband to switch from an android. He absolutely hates it and says it is not user friendly and extremely frustrating. Hates that he is constantly charging it when he hardly uses it (mainly light talk and text). Too many dropped calls when battery dies, which happens daily. Hates how anytime he wants to use it there are so many layers to just do basic things. He did give it a good go but will be switching back to an android.",1.0
91,"❌❌❌Este celular me llego rayado por los lados, no es un celular nuevo, y al prenderlo su configuración es diferente a los de iPhone, parece de dudosa procedencia. Lo compraré con uno del mismo modelo que compré en tienda yNo lo recomiendo, da la impresión de que podría funcionar unos meses y luego dañarse👎👎👎",1.0
92,"My 2nd-hand iPhone SE came a day earlier than expected, in pristine condition, and I was able to put it to use immediately.",5.0
93,Battery capacity at 84%. The phone looks like new.,5.0
94,Showed up as described. 5 stars for the price of $154,5.0
95,"I was skeptical at first cause refurbished usually is a pile of crap. However im absolutely in love. No scratches, not laggy or slow, works better than my 2 year old iphone 11 if that means anything . Definitely a satisfying purchase ⭐️⭐️⭐️⭐️",4.0
96,Phone works great. No scratches or damage.,5.0
97,"Me gustó todo, llegó en perfectas condiciones.",4.0
98,I like the whole thing the battery came at 100% capacity I was skeptical but I shouldn’t have been it it’s a good product I bought mine in good condition it even came with a screen protector,5.0
99,It’s nice but the 2nd day i got it the paint came off,4.0
100,Battery-85%Functional,5.0
101,The phone kept turning off.  Unfortunately I gave this phone as a gift outside the country.  I was told that the battery was no good.  Smh.  Hopefully the phone can be fix.  Made me look bad and wasted extra money trying to get it fix.  Don’t advertise that the battery is at a certain level when it was not even work to last more than 30 seconds before shutting down!  They slick with selling this useless phone.,1.0
102,"It charged to 100%. I was able to transfer my old Sim card. Everything went just fine. Assuming it lasts as I hope it will, it was an excellent purchase.",5.0
103,This phone came in very good condition like brand new has 83% battery health,5.0
104,I was skeptical buying a used phone. but this one was in mint condition no scratches no dents and it had 90% battery power. I saved a lot of money purchasing those.,5.0
105,I love the phone everything works great the condition was great the camera records in 4k has all the iOS features as the latest iPhone the only 2 problems is the battery life and that it doesn't support 5g. I think it's the best phone for the price.,5.0
106,"We needed to change my wife’s old iPhone SE with a newer model. I already had a iPhone, SE 2020 and thought that a refurbished model would do the job. The phone arrived quickly, and was very easy to set up. I could detect no cosmetic damage on the phone. It arrived with 88% battery life which I thought was acceptable considering the phone was a fraction of the cost of a new iPhone SE. I learned sometime ago to to purchase the protective case and screen protector at the same time as the phone so that I would immediately have the phone protected from the inevitable drop. Surprisingly, I haven’t dropped the phone yet.",5.0
107,"I lost my phone fairly recently, and was in a bind to find a new one on a budget. I found this listing while trying to find a cheaper phone, and despite being skeptical of a refurbished phone, I took the plunge. Could not be happier with my purchase. It works and looks like new, with the only noticeable blemish being a vertical scratch that's only visible from certain angles and if you're really looking for it, and is all but invisible now that I've put a screen protector on.Not only is the phone of remarkable quality, but it arrived well before the advertised date. I was not expecting it to arrive until March 6th, but it showed up in the early morning on March 2nd, which was a godsend considering I'd been phoneless for nearly a week. All in all, very happy with this purchase.",5.0
108,Llego muy rápido 5 días antes.,5.0
109,Definitely good quality,5.0
110,Love the phone. Battery charges to 100%.Phone had some scratches but quite minimal (request a close inspection).Line was open - so connected to my non-US sim as well.My only concern is that my battery health was 80%. This isn’t bad but I thought refurbished items meant the battery would be replaced.,4.0
111,Wish I would’ve just used android,3.0
112,"no es la bateria original, el teléfono se reinicia constantemente. inutilizable",1.0
113,"Before I bought the phone I seen various reviews on Amazon renewed and was very skeptical about my choice, but once it arrived and I took it out of the box I was truly amazed. The screen was damage less but there is a little substance on the bottom left of the screen, barely visible. I would recommend this phone if you’re on a budget but want a modern phone.",5.0
114,"I bought this iPhone as an excellent condition. And to be very honest it wasn't. The back has some residue that almost feels permanent. Which you can't really see on the photos. The good thing is the phone is white so you can't see it so clear unless you're looking for it. The camera and everything functions well SO FAR being I only got it today. The battery life was at 84% though the ticket in the box said 85% not a big deal to me. I just went ahead and bought a charging case. Now the SCREEN does have 2, one being a bit smaller. Kinda deep gashes. Which is why I won't say excellent condition. But all in all I can't complain for the price!",4.0
115,this is a good phone for the price but the battery does. not. last. will need a new battery at some point. you get what you pay for. overall good phone though.,4.0
116,"Bought this for my daughter. Refurbished. Had a couple tiny tiny scratches on screen but you could only see them with the screen off and tilting the phone so light hits them, so pretty much unnoticeable . other than that it was in perfect condition. Runs great, everything works on it. Buttons don’t stick. I was super nervous about it because it was so cheap but I’m glad I went for it.",5.0
117,If u need a powerful phones that just works on a budget: you just found it. Real bang for the buck. No issues so far.,4.0
118,"It is a product to be reused it has its details some scratches but it is normal, what I liked is that the battery comes with a little more than 80% that helps you a lot I gave it 4 stars because I feel that it must come more protected to avoid damage to the phone a more reinforced the box but so far it has not failed me.",4.0
119,"this is my first ever phone i’ve bought myself with my own money, everything came with the phone ! but it says i have a degraded battery :(( and didn’t come with the latest IOS update. but other than all that, it’s an amazing phone",4.0
120,"Everything works fine but the rear facing camera , sometimes it freezes and then goes black, I have to turn off the phone. Called amazon service for a replacement and was told the seller would contact me in a couple of days, they never contacted me.I don't recommend this seller",1.0
121,It works great! Just what we needed so my mother in law could make voice activated calls!,5.0
122,It’s in perfect condition The size is right for me and saving money on used was worth it for me I don’t really care about having the newest model,5.0
123,"The battery overheats with the SIM Card pulled. With a simple lightning cable hookup, the old phone users data existed. In ten minutes of streaming music, the fully charged battery dies. This phone was just placed into factory reset and never checked. Anyone of us can enable that feature. The phone also came with scratches. Despite unsubscribing from every mail list, and other issues that cause network issues, the phone constantly has network time out. I received a damaged phone only placed in factory reset.",1.0
124,"We are very happy with our iPhone, and highly recommend this seller. Thank you!",5.0
125,This iPhone that I bought was very nice and affordable. It works great. I would definitely recommend this company to family and friends. I give it all five stars for sure.,5.0
126,He was so happy when I got it for him it has been a week since I bought it and it is in perfect condition!,4.0
127,"I can’t tell this is a refurbished phone. It arrived two days early, which was wonderful! Everything on the phone works as it’s supposed to. My battery maximum capacity was 89%. Overall, I am very happy with my phone. Thank you so much. I will order from them in the future if needed.",5.0
128,The iPhone SE at purchase promised Battery Health to be at least or over 80%.  However it arrived at 78% with an Important Battery Message that battery health is significantly degraded.  Not happy about that.,3.0
129,"The media could not be loaded.                 i will say i was pretty skeptical about buying a phone not in person. you never really know what you’re getting and after reading the reviews i became a little more skeptical but when i was recieved the phone i was shocked in a good way. phone is in mint condition, no scratches functions perfectly and on top of that the battery is also in perfect condition. i’m super glad i made this purchase, great quality for a great price:)",5.0
130,I ordered this phone for my daughter for Christmas and it went out in 30 days waste of money,1.0
131,This is my first iPhone and a lot of people told me not to get one and I disagree it’s a great phone I absolutely love it,5.0
132,"Though the product is in good condition ( just cosmetics ) not turned on ,returned the product as I found the same in much lesser price .Check the return policy once with seller before buying because I  returned it on my expense and is not a free return . this is not clearly mentioned in the policy.",3.0
133,"Despite the small capacity of the battery, it is like new.",5.0
134,"It came well packaged, & the the iphone was in great condition as stated. An alternate charging dock & cable but the phone is great. Perfect for my daughter Thank you !!",4.0
135,Ok,5.0
136,Love this phone. Would recommend to everyone,5.0
137,i dislike the iphone se speakers have gitching to mute games some,4.0
138,This phone did not hold a charge. I returned it as per instructions. Send on Jan 16th and i have proof they received it on Jan 19th. They can take up to 30 days to issue a refund and the claim it takes another 7 for my bank to get it. Bull crap! They are just trying to keep my money. The return status still says “waiting to receive “. DON’T waste time or money with these jokers. Reaching out to Amazon customer service.,1.0
139,"Phone was guaranteed to have AT LEAST 80% battery life and clearly that’s not the case. I know 78% is close to the guaranteed MINIMUM, but when other reviews are showing battery life in the 90% range, I feel let down. Unfortunately, don’t have to time to send it back and wait for another. Buyer beware!",2.0
140,"I have ordered renewed iPads that were listed in excellent condition that came with scratches and and dust under the screen. I had to go though a few to get a decent one. So I tried my luck at the renewed iPhone as well. I ordered two because of previous luck. A white and red iPhone from two different companies. Both listed in excellent condition. Well, the white iPhone came with a scratched screen. Was loose in box. Didn't feel refurbished. Sent it right back right away. The red iPhone however arrived in near perfect condition. It was packaged nice and looked as if it came directly from Apple. Felt as if I received an iPhone Renewed Premium by mistake.  No scratches except a tiny super light scratch on the screen. I only seen it because I went looking for it with a light.  Looks great! Casing is perfect. Battery life is at 100 percent!  It came snug in a case. Also came with a clear case and glass screen protector. Nice, was not excepting that.  I had already purchased a red case for it though with a built in glass protector. The charger block is off-brand so I ended up using an official charger. Didn't bother me as I have a few.  So far, so good from  Stone Digital.  Happy! I hope it lasts!",5.0
141,I received the phone and it was in great condition. There were no scratched on the body or any cracks. The battery life was 84 as informed on the product information. I had some difficulties in connecting to the verizon and verizon said the phone is not compatible. So I contacted the customer service and the one received my message did her best to replace the product for me. I received the phone after sending back the phone with problem and it didn't even take a week to get a replacement phone. I have the replacement phone connected on verizon now and everything was taken care by the customer service and it didn't take me a penny to get all things done. Never seen this kind of kindness and quick service.Would 100% recommend for anyone seeking for an unlocked phone. Also love the haptic home button and the touch id.,5.0
142,Iblueberry worked with my son and me to get his phone replaced. They had a lot of patience and now my son is a happy camper! The phone was in excellent condition!!,5.0
143,We travel to South America every year. When there we purchase a SIM card for local phone service. This year we replaced our 5 yr old android phones with these iPhones. They worked perfectly and are inexpensive if stolen. Returned with only one (we bought two) because a family member really wanted/ needed a new phone. It is still working perfectly in country but now will need to replace it when we return. Very happy with the quality function and price for these. Note we did buy a $5 case from Five Below. Which also was perfect for these.,5.0
144,Have contacted Amazon twice who has contacted the seller. Phone is rejecting battery for being a non apple product. Still not resolved as the device is needed and full return is required before replacement will be sent.,3.0
145,Phone looks like new,5.0
146,I cracked the screen on my old phone and they wanted $100 to fix. It made more sense to buy a new phone for $125 so I did. The only thing I don’t like is not being able to use headphones. I don’t like air pods. Works perfect.,5.0
147,"Everything works good, phone looks and runs like a brand new phone.",5.0
148,it’s was very nice look like new and shipping was fast .,5.0
149,I love it it’s really looks great and overall everything looks and works great but I’ll let you know with a update on the battery life. Thanks Battery life is 91% thanks,5.0
150,The phone arrived earlier than estimated and looked brand new.  Came in a nice ( not original) box with new charger and cord.  Battery health at 84%.  Slipped in my SIM card and transferred all data easily.  Very happy with my purchase so far.  Would recommend!,5.0
151,"As a hobbyist mobile developer, I need to have a physical iPhone to be able to publish applications to the App Store. This model absolutely covered my needs. Will use it as a test device too. Cheap and powerful enough.",5.0
152,"This review is a more accurate and honest one, as I reviewed my order of this product yesterday and at the time was confused and frustrated by two or three days of owning a refurbished iPhone SE from this third-party seller--it was not holding a charge.  So, I would like to revise yesterday's review--first off, since I bought a Protection Plan (which is specifically for damage or breakage, so not applicable in this case), I got a referral to Amazon and then I was referred to MobileSupply as the seller.  It seemed like the buck was effectively getting passed....and that's when I wrote yesterday's review.  I was at a low point, it seems.  Unfortunately the iPhone I received is not holding a charge.  On a positive note, MobileSupply followed up within a few hours and was almost instantly communicative, prompt, courteous, and offered a quick solution that suited us both.  (I talked/texted with a real human being not only from MobileSupply, Amazon, but also Asurion Protection Plan.)  Yesterday's annoyance gave way to relief and satisfaction today!  In closing, I am feeling more confident that buying a refurbished phone is a viable option for me, and I didn't have to break open the lock on my wallet either.",5.0
153,"The media could not be loaded.                 The cell phone arrived in good condition, I liked it a lot. It arrived on the indicated date, everything was perfect, the only thing is that little detail in the corner apart from that, everything arrived well with 86% battery condition. Good screen, good Touch ID, good battery, good camera. I bought it to use it in the Dominican Republic so I ordered it unlocked and it worked perfectly with the companies here. Nothing bad to say I liked it a lot and it's at a very good price I've been using it for two weeks and everything has worked 10/10 so far. <3",5.0
154,"Although my phone came as described cosmetically, The phone was connected to another person's account and couldnt be activated.",1.0
155,The phone looks brand new and runs perfectly. Came with a cable and a usb wall block. I would recommend. Battery life is at 96%,5.0
156,"Had this phone for about 3 months now.  Purchased from Tracfone.  Had trouble from day one.  Tracfone tech support couldn't activate SIM card that came with this phone.  Ended up using the SIM card from my old Samsung phone.  Worked for a very brief period of time, then kept getting the message ""SOS only"" in the upper left hand corner.  Couldn't make or receive calls.  Contacted Tracfone tech service numerous times over the last 2 months.  Spent hours at a time on the phone with them.  They tried their very best to resolve my problem.  Worked briefly but always went back into the ""SOS only"" mode.  Even changed then SIM card 3 times but still had the same problem.  Called Tracfone for a return and a refund.  Told me I'd have to call Apple for the refund since it had a 1-year warranty and was their product.  Called Apple and customer service told me since I purchased the phone from Tracfone on their web site and payment was made directly to them, Apple couldn't refund me my money.  So now I'm stuck with an Apple iphone that I can't use.  Very very frustrating.  Stay away from this phone, not worth it!!!!!!!!!!!",1.0
157,Took it to phone provider and they couldn't help. Ended up plugging it up to the laptop and did a massive upgrade and it finally started working properly,4.0
158,It kept losing battery charge.,3.0
159,They advertised it as unlocked but I went to Boost Mobile to get a SIM card and it’s locked.,1.0
160,Hay una relación calidad-precio. Funciona muy bien y la batería estaba al 85%.,5.0
161,El único detalle es la condición de la batería esperaba que fuera por lo menos el 82 % de condición,4.0
162,"I ordered this phone. Good shape cosmetically. When I tried to set it up it kept restarting in a loop. Tried several times to install ios. Never would stay working long enough. Tried DFU mode. Still no. Contacted Amazon support and was unable to fix. Returned for refund. If this phone was truly refurbished as advertised, it should have been immediately determined by the vendor.",1.0
163,More storage more speed,5.0
